year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
1996,70,139,Moultrie,6,Central,Mostly Rural,69.2,17629,11,4,1,NA,6,NA,NA,1,10,2,62.4,22.7,5.7,NA,34,NA,NA,5.7,56.7,11.3
1996,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,62856,30,6,3,2,16,3,5,2,28,1,47.7,9.5,4.8,3.2,25.5,4.8,8,3.2,44.5,1.6
1996,72,143,Peoria,10,Central,Mostly Urban,14.6,229997,326,66,10,103,115,32,121,48,278,28,141.7,28.7,4.3,44.8,50,13.9,52.6,20.9,120.9,12.2
1996,73,145,Perry,20,Southern,Mostly Urban,43.6,26546,12,NA,NA,3,7,2,5,2,10,3,45.2,NA,NA,11.3,26.4,7.5,18.8,7.5,37.7,11.3
1996,74,147,Piatt,6,Central,Mostly Rural,67.7,20023,7,1,NA,1,3,2,3,NA,7,2,35,5,NA,5,15,10,15,NA,35,10
1996,75,149,Pike,8,Central,Mostly Rural,72.3,21352,28,2,2,4,16,4,8,NA,28,2,131.1,9.4,9.4,18.7,74.9,18.7,37.5,NA,131.1,9.4
1996,76,151,Pope,1,Southern,Completely Rural,100,5302,1,NA,NA,NA,1,NA,NA,NA,1,1,18.9,NA,NA,NA,18.9,NA,NA,NA,18.9,18.9
1996,77,153,Pulaski,1,Southern,Completely Rural,100,9424,17,6,NA,3,7,1,4,1,16,4,180.4,63.7,NA,31.8,74.3,10.6,42.4,10.6,169.8,42.4
1996,78,155,Putnam,10,Central,Completely Rural,100,7282,2,NA,NA,NA,2,NA,NA,1,1,NA,27.5,NA,NA,NA,27.5,NA,NA,13.7,13.7,NA
1996,79,157,Randolph,20,Southern,Mostly Urban,42.6,41612,31,2,2,4,21,2,6,3,28,1,74.5,4.8,4.8,9.6,50.5,4.8,14.4,7.2,67.3,2.4
1996,80,159,Richland,2,Southern,Mostly Urban,43.5,20365,14,6,NA,3,3,2,5,2,12,4,68.7,29.5,NA,14.7,14.7,9.8,24.6,9.8,58.9,19.6
1996,81,161,Rock Island,14,Central,Mostly Urban,10.9,184848,288,58,8,76,120,26,102,43,245,10,155.8,31.4,4.3,41.1,64.9,14.1,55.2,23.3,132.5,5.4
1996,82,163,St. Clair,20,Southern,Mostly Urban,9.8,332467,319,49,5,103,154,8,111,29,290,42,95.9,14.7,1.5,31,46.3,2.4,33.4,8.7,87.2,12.6
1996,83,165,Saline,1,Southern,Mostly Urban,43.7,33210,36,5,3,7,14,7,14,NA,36,1,108.4,15.1,9,21.1,42.2,21.1,42.2,NA,108.4,3
1996,84,167,Sangamon,7,Central,Mostly Urban,14.1,236045,204,31,9,64,80,20,79,29,175,56,86.4,13.1,3.8,27.1,33.9,8.5,33.5,12.3,74.1,23.7
1996,85,169,Schuyler,8,Central,Mostly Rural,57.6,9162,2,1,NA,NA,1,NA,NA,NA,2,1,21.8,10.9,NA,NA,10.9,NA,NA,NA,21.8,10.9
1996,86,171,Scott,7,Central,Completely Rural,100,6894,4,2,NA,NA,2,NA,NA,NA,4,NA,58,29,NA,NA,29,NA,NA,NA,58,NA
1996,87,173,Shelby,4,Central,Mostly Rural,77.7,28574,15,1,NA,4,8,2,6,2,13,4,52.5,3.5,NA,14,28,7,21,7,45.5,14
1996,88,175,Stark,10,Central,Completely Rural,100,8000,3,NA,1,NA,2,NA,NA,NA,3,NA,37.5,NA,12.5,NA,25,NA,NA,NA,37.5,NA
1996,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,61255,119,22,5,17,70,5,22,26,93,14,194.3,35.9,8.2,27.8,114.3,8.2,35.9,42.4,151.8,22.9
1996,90,179,Tazewell,10,Central,Mostly Urban,20.4,158475,116,10,3,30,62,11,40,15,101,7,73.2,6.3,1.9,18.9,39.1,6.9,25.2,9.5,63.7,4.4
1996,91,181,Union,1,Southern,Mostly Rural,65.9,22339,29,4,1,6,17,1,7,1,28,2,129.8,17.9,4.5,26.9,76.1,4.5,31.3,4.5,125.3,9
1996,92,183,Vermilion,5,Central,Mostly Urban,31.3,105968,104,16,1,36,43,8,44,7,97,14,98.1,15.1,0.9,34,40.6,7.5,41.5,6.6,91.5,13.2
1996,93,185,Wabash,2,Southern,Mostly Urban,38.9,16042,16,1,NA,3,9,3,6,NA,16,NA,99.7,6.2,NA,18.7,56.1,18.7,37.4,NA,99.7,NA
1996,94,187,Warren,9,Central,Mostly Urban,45.5,23254,18,1,3,1,9,4,5,1,17,4,77.4,4.3,12.9,4.3,38.7,17.2,21.5,4.3,73.1,17.2
1996,95,189,Washington,20,Southern,Mostly Rural,73.6,18867,7,NA,NA,2,5,NA,2,NA,7,NA,37.1,NA,NA,10.6,26.5,NA,10.6,NA,37.1,NA
1996,96,191,Wayne,2,Southern,Mostly Rural,69.9,21072,20,7,NA,6,5,2,8,1,19,1,94.9,33.2,NA,28.5,23.7,9.5,38,4.7,90.2,4.7
1996,97,193,White,2,Southern,Mostly Rural,62,19034,18,2,NA,5,10,1,6,2,16,NA,94.6,10.5,NA,26.3,52.5,5.3,31.5,10.5,84.1,NA
1996,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,75921,144,25,24,20,64,11,31,18,126,6,189.7,32.9,31.6,26.3,84.3,14.5,40.8,23.7,166,7.9
1996,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,559402,406,101,2,132,150,21,153,45,361,21,72.6,18.1,0.4,23.6,26.8,3.8,27.4,8,64.5,3.8
1996,100,199,Williamson,1,Southern,Mostly Urban,34.8,74118,50,8,1,10,28,3,13,3,47,7,67.5,10.8,1.3,13.5,37.8,4,17.5,4,63.4,9.4
1996,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,340364,355,106,5,116,113,15,130,25,330,39,104.3,31.1,1.5,34.1,33.2,4.4,38.2,7.3,97,11.5
1996,102,203,Woodford,11,Central,Mostly Rural,54.9,43797,34,4,5,5,15,5,10,3,31,1,77.6,9.1,11.4,11.4,34.2,11.4,22.8,6.8,70.8,2.3
1997,1,1,Adams,8,Central,Mostly Urban,32.6,85258,136,31,12,31,50,12,43,20,116,14,159.5,36.4,14.1,36.4,58.6,14.1,50.4,23.5,136.1,16.4
1997,2,3,Alexander,1,Southern,Mostly Rural,61.9,12155,18,1,6,3,8,NA,3,3,15,6,148.1,8.2,49.4,24.7,65.8,NA,24.7,24.7,123.4,49.4
1997,3,5,Bond,3,Southern,Mostly Rural,60.7,21100,16,NA,NA,3,12,1,4,1,15,1,75.8,NA,NA,14.2,56.9,4.7,19,4.7,71.1,4.7
1997,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,49751,53,5,4,8,35,1,9,3,50,2,106.5,10.1,8,16.1,70.4,2,18.1,6,100.5,4
1997,5,9,Brown,8,Central,Mostly Urban,41.1,7994,2,1,NA,NA,NA,1,1,NA,2,1,25,12.5,NA,NA,NA,12.5,12.5,NA,25,12.5
1997,6,11,Bureau,13,Central,Mostly Rural,57.4,44442,47,18,NA,1,22,6,7,3,44,3,105.8,40.5,NA,2.3,49.5,13.5,15.8,6.8,99,6.8
1997,7,13,Calhoun,8,Southern,Completely Rural,100,6290,2,NA,NA,1,1,NA,1,NA,2,NA,31.8,NA,NA,15.9,15.9,NA,15.9,NA,31.8,NA
1997,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,20892,20,2,1,NA,15,2,2,NA,20,2,95.7,9.6,4.8,NA,71.8,9.6,9.6,NA,95.7,9.6
1997,9,17,Cass,8,Central,Mostly Rural,52.1,16882,14,3,1,1,7,2,3,NA,14,NA,82.9,17.8,5.9,5.9,41.5,11.8,17.8,NA,82.9,NA
1997,10,19,Champaign,6,Central,Mostly Urban,12.7,213249,399,95,6,104,181,13,114,49,350,25,187.1,44.5,2.8,48.8,84.9,6.1,53.5,23,164.1,11.7
1997,11,21,Christian,4,Central,Mostly Urban,43.5,43871,45,3,4,6,28,4,10,1,44,5,102.6,6.8,9.1,13.7,63.8,9.1,22.8,2.3,100.3,11.4
1997,12,23,Clark,5,Southern,Mostly Rural,59.5,20750,11,1,3,1,4,2,3,NA,11,1,53,4.8,14.5,4.8,19.3,9.6,14.5,NA,53,4.8
1997,13,25,Clay,4,Southern,Mostly Rural,64.7,17972,12,NA,3,1,6,2,3,NA,12,4,66.8,NA,16.7,5.6,33.4,11.1,16.7,NA,66.8,22.3
1997,14,27,Clinton,4,Southern,Mostly Urban,48.8,43835,32,5,1,7,14,5,12,8,24,4,73,11.4,2.3,16,31.9,11.4,27.4,18.3,54.8,9.1
1997,15,29,Coles,5,Central,Mostly Urban,24.3,63631,66,11,5,14,32,4,18,2,64,12,103.7,17.3,7.9,22,50.3,6.3,28.3,3.1,100.6,18.9
1997,16,31,Cook,co,Northern - Cook,Completely Urban,0,6637203,14836,7062,123,3675,3655,321,3985,1355,13481,692,223.5,106.4,1.9,55.4,55.1,4.8,60,20.4,203.1,10.4
1997,17,33,Crawford,2,Southern,Mostly Rural,60.2,25372,14,5,NA,2,6,1,3,1,13,1,55.2,19.7,NA,7.9,23.6,3.9,11.8,3.9,51.2,3.9
1997,18,35,Cumberland,5,Southern,Completely Rural,100,14054,4,NA,1,1,2,NA,1,1,3,NA,28.5,NA,7.1,7.1,14.2,NA,7.1,7.1,21.3,NA
1997,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,103729,71,12,5,11,40,3,14,6,65,5,68.4,11.6,4.8,10.6,38.6,2.9,13.5,5.8,62.7,4.8
1997,20,39,De Witt,6,Central,Mostly Urban,48.8,20735,11,1,1,2,6,1,3,NA,11,3,53.1,4.8,4.8,9.6,28.9,4.8,14.5,NA,53.1,14.5
1997,21,41,Douglas,6,Central,Mostly Rural,61.6,25083,18,3,NA,3,11,1,4,2,16,2,71.8,12,NA,12,43.9,4,15.9,8,63.8,8
1997,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1098158,543,116,25,77,316,9,86,107,436,19,49.4,10.6,2.3,7,28.8,0.8,7.8,9.7,39.7,1.7
1997,23,45,Edgar,5,Central,Mostly Rural,51.8,24735,15,NA,1,3,11,NA,3,1,14,8,60.6,NA,4,12.1,44.5,NA,12.1,4,56.6,32.3
1997,24,47,Edwards,2,Southern,Completely Rural,100,8663,3,1,NA,NA,2,NA,NA,NA,3,NA,34.6,11.5,NA,NA,23.1,NA,NA,NA,34.6,NA
1997,25,49,Effingham,4,Southern,Mostly Rural,59.7,43079,28,14,NA,4,6,4,8,1,27,2,65,32.5,NA,9.3,13.9,9.3,18.6,2.3,62.7,4.6
1997,26,51,Fayette,4,Southern,Mostly Rural,67,26977,18,2,1,1,9,5,6,NA,18,2,66.7,7.4,3.7,3.7,33.4,18.5,22.2,NA,66.7,7.4
1997,27,53,Ford,11,Central,Mostly Urban,41.8,17815,9,NA,NA,3,4,2,5,1,8,1,50.5,NA,NA,16.8,22.5,11.2,28.1,5.6,44.9,5.6
1997,28,55,Franklin,2,Southern,Mostly Urban,48.6,48433,41,3,9,6,19,4,10,4,37,9,84.7,6.2,18.6,12.4,39.2,8.3,20.6,8.3,76.4,18.6
1997,29,57,Fulton,9,Central,Mostly Rural,60,46956,31,1,2,9,12,7,16,1,30,6,66,2.1,4.3,19.2,25.6,14.9,34.1,2.1,63.9,12.8
1997,30,59,Gallatin,2,Southern,Completely Rural,100,7942,3,NA,NA,2,1,NA,2,1,2,3,37.8,NA,NA,25.2,12.6,NA,25.2,12.6,25.2,37.8
1997,31,61,Greene,7,Central,Mostly Rural,70.8,18772,11,NA,2,3,3,3,6,NA,11,1,58.6,NA,10.7,16,16,16,32,NA,58.6,5.3
1997,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,45567,24,6,NA,7,10,1,8,2,22,NA,52.7,13.2,NA,15.4,21.9,2.2,17.6,4.4,48.3,NA
1997,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10652,4,NA,1,NA,3,NA,NA,NA,4,NA,37.6,NA,9.4,NA,28.2,NA,NA,NA,37.6,NA
1997,34,67,Hancock,9,Central,Mostly Rural,71,25516,5,NA,NA,2,2,1,3,NA,5,NA,19.6,NA,NA,7.8,7.8,3.9,11.8,NA,19.6,NA
1997,35,69,Hardin,2,Southern,Completely Rural,100,5893,10,1,NA,2,3,4,6,NA,10,2,169.7,17,NA,33.9,50.9,67.9,101.8,NA,169.7,33.9
1997,36,71,Henderson,9,Central,Mostly Rural,99.7,10245,9,NA,5,1,2,1,2,NA,9,1,87.8,NA,48.8,9.8,19.5,9.8,19.5,NA,87.8,9.8
1997,37,73,Henry,14,Central,Mostly Rural,50.3,63320,87,33,6,11,32,5,16,9,78,NA,137.4,52.1,9.5,17.4,50.5,7.9,25.3,14.2,123.2,NA
1997,38,75,Iroquois,21,Central,Mostly Rural,71.7,39328,28,7,NA,4,14,3,7,1,27,3,71.2,17.8,NA,10.2,35.6,7.6,17.8,2.5,68.7,7.6
1997,39,77,Jackson,1,Southern,Mostly Urban,37.2,71817,63,3,2,23,32,3,26,1,62,19,87.7,4.2,2.8,32,44.6,4.2,36.2,1.4,86.3,26.5
1997,40,79,Jasper,4,Southern,Mostly Rural,69.9,13059,5,1,1,NA,3,NA,NA,NA,5,2,38.3,7.7,7.7,NA,23,NA,NA,NA,38.3,15.3
1997,41,81,Jefferson,2,Southern,Mostly Rural,58.8,49040,42,13,1,12,14,2,14,1,41,5,85.6,26.5,2,24.5,28.5,4.1,28.5,2,83.6,10.2
1997,42,83,Jersey,7,Southern,Mostly Rural,60.6,26722,20,NA,1,7,11,1,8,1,19,1,74.8,NA,3.7,26.2,41.2,3.7,29.9,3.7,71.1,3.7
1997,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27357,11,2,1,1,5,2,3,1,10,NA,40.2,7.3,3.7,3.7,18.3,7.3,11,3.7,36.6,NA
1997,44,87,Johnson,1,Southern,Completely Rural,100,14903,22,2,3,3,12,2,5,1,21,NA,147.6,13.4,20.1,20.1,80.5,13.4,33.6,6.7,140.9,NA
1997,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,485729,511,132,14,164,174,27,188,46,465,21,105.2,27.2,2.9,33.8,35.8,5.6,38.7,9.5,95.7,4.3
1997,46,91,Kankakee,21,Central,Mostly Urban,24.5,130035,195,59,1,49,69,17,65,17,178,14,150,45.4,0.8,37.7,53.1,13.1,50,13.1,136.9,10.8
1997,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,63050,26,2,1,5,16,2,6,NA,26,4,41.2,3.2,1.6,7.9,25.4,3.2,9.5,NA,41.2,6.3
1997,48,95,Knox,9,Central,Mostly Urban,24.3,68163,83,22,2,19,37,3,22,7,76,9,121.8,32.3,2.9,27.9,54.3,4.4,32.3,10.3,111.5,13.2
1997,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,779287,841,291,41,183,291,35,212,80,761,33,107.9,37.3,5.3,23.5,37.3,4.5,27.2,10.3,97.7,4.2
1997,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,137727,139,24,9,26,70,10,35,13,126,13,100.9,17.4,6.5,18.9,50.8,7.3,25.4,9.4,91.5,9.4
1997,51,101,Lawrence,2,Southern,Mostly Rural,58,19303,10,NA,1,3,6,NA,3,NA,10,1,51.8,NA,5.2,15.5,31.1,NA,15.5,NA,51.8,5.2
1997,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,44766,39,3,6,7,22,1,8,5,34,6,87.1,6.7,13.4,15.6,49.1,2.2,17.9,11.2,76,13.4
1997,53,105,Livingston,11,Central,Mostly Urban,40.8,49335,43,12,3,7,18,3,10,7,36,2,87.2,24.3,6.1,14.2,36.5,6.1,20.3,14.2,73,4.1
1997,54,107,Logan,11,Central,Mostly Urban,39.9,37745,41,7,7,7,18,2,8,3,38,2,108.6,18.5,18.5,18.5,47.7,5.3,21.2,7.9,100.7,5.3
1997,55,109,McDonough,9,Central,Mostly Urban,29.5,39207,21,2,1,6,10,2,8,2,19,2,53.6,5.1,2.6,15.3,25.5,5.1,20.4,5.1,48.5,5.1
1997,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,312152,159,58,10,27,55,9,36,17,142,10,50.9,18.6,3.2,8.6,17.6,2.9,11.5,5.4,45.5,3.2
1997,57,113,McLean,11,Central,Mostly Urban,16.5,176984,294,86,31,57,105,15,72,31,263,25,166.1,48.6,17.5,32.2,59.3,8.5,40.7,17.5,148.6,14.1
1997,58,115,Macon,6,Central,Mostly Urban,15.3,143480,417,68,21,116,195,17,128,38,379,23,290.6,47.4,14.6,80.8,135.9,11.8,89.2,26.5,264.1,16
1997,59,117,Macoupin,7,Central,Mostly Rural,58.5,60457,49,7,2,5,29,6,11,6,43,5,81,11.6,3.3,8.3,48,9.9,18.2,9.9,71.1,8.3
1997,60,119,Madison,3,Southern,Mostly Urban,13.3,320683,344,84,7,76,162,15,91,27,317,51,107.3,26.2,2.2,23.7,50.5,4.7,28.4,8.4,98.9,15.9
1997,61,121,Marion,4,Southern,Mostly Urban,45.1,52412,82,21,8,14,34,5,19,7,75,8,156.5,40.1,15.3,26.7,64.9,9.5,36.3,13.4,143.1,15.3
1997,62,123,Marshall,10,Central,Completely Rural,100,15991,3,NA,NA,1,2,NA,1,NA,3,NA,18.8,NA,NA,6.3,12.5,NA,6.3,NA,18.8,NA
1997,63,125,Mason,8,Central,Mostly Rural,77.5,20181,20,5,NA,1,9,5,6,NA,20,1,99.1,24.8,NA,5,44.6,24.8,29.7,NA,99.1,5
1997,64,127,Massac,1,Southern,Mostly Rural,50.5,18769,21,3,5,3,9,1,4,NA,21,3,111.9,16,26.6,16,48,5.3,21.3,NA,111.9,16
1997,65,129,Menard,8,Central,Mostly Rural,75.7,15378,7,NA,NA,NA,6,1,1,NA,7,7,45.5,NA,NA,NA,39,6.5,6.5,NA,45.5,45.5
1997,66,131,Mercer,14,Central,Mostly Rural,77.8,21095,10,2,NA,4,3,1,5,NA,10,NA,47.4,9.5,NA,19,14.2,4.7,23.7,NA,47.4,NA
1997,67,133,Monroe,20,Southern,Mostly Urban,41.4,32463,8,NA,NA,4,4,NA,4,NA,8,2,24.6,NA,NA,12.3,12.3,NA,12.3,NA,24.6,6.2
1997,68,135,Montgomery,4,Central,Mostly Urban,41.6,38198,47,2,7,7,26,5,12,1,46,7,123,5.2,18.3,18.3,68.1,13.1,31.4,2.6,120.4,18.3
1997,69,137,Morgan,7,Central,Mostly Urban,36.2,44929,48,15,1,12,17,3,15,6,42,10,106.8,33.4,2.2,26.7,37.8,6.7,33.4,13.4,93.5,22.3
1997,70,139,Moultrie,6,Central,Mostly Rural,69.2,17733,13,3,3,1,5,1,2,1,12,4,73.3,16.9,16.9,5.6,28.2,5.6,11.3,5.6,67.7,22.6
1997,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,63155,34,8,1,5,16,4,9,NA,34,4,53.8,12.7,1.6,7.9,25.3,6.3,14.3,NA,53.8,6.3
1997,72,143,Peoria,10,Central,Mostly Urban,14.6,229327,301,48,5,95,118,35,112,56,245,28,131.3,20.9,2.2,41.4,51.5,15.3,48.8,24.4,106.8,12.2
1997,73,145,Perry,20,Southern,Mostly Urban,43.6,26379,18,3,NA,6,9,NA,6,NA,18,4,68.2,11.4,NA,22.7,34.1,NA,22.7,NA,68.2,15.2
1997,74,147,Piatt,6,Central,Mostly Rural,67.7,20222,9,2,NA,4,3,NA,4,1,8,NA,44.5,9.9,NA,19.8,14.8,NA,19.8,4.9,39.6,NA
1997,75,149,Pike,8,Central,Mostly Rural,72.3,21674,26,5,2,3,15,1,4,2,24,1,120,23.1,9.2,13.8,69.2,4.6,18.5,9.2,110.7,4.6
1997,76,151,Pope,1,Southern,Completely Rural,100,5272,1,NA,NA,1,NA,NA,1,NA,1,1,19,NA,NA,19,NA,NA,19,NA,19,19
1997,77,153,Pulaski,1,Southern,Completely Rural,100,9298,9,3,NA,NA,5,1,1,NA,9,4,96.8,32.3,NA,NA,53.8,10.8,10.8,NA,96.8,43
1997,78,155,Putnam,10,Central,Completely Rural,100,7397,2,1,NA,1,NA,NA,1,NA,2,NA,27,13.5,NA,13.5,NA,NA,13.5,NA,27,NA
1997,79,157,Randolph,20,Southern,Mostly Urban,42.6,41224,52,6,11,5,26,4,9,6,46,6,126.1,14.6,26.7,12.1,63.1,9.7,21.8,14.6,111.6,14.6
1997,80,159,Richland,2,Southern,Mostly Urban,43.5,20455,27,5,2,3,16,1,4,2,25,5,132,24.4,9.8,14.7,78.2,4.9,19.6,9.8,122.2,24.4
1997,81,161,Rock Island,14,Central,Mostly Urban,10.9,184629,322,80,16,80,128,18,97,41,281,11,174.4,43.3,8.7,43.3,69.3,9.7,52.5,22.2,152.2,6
1997,82,163,St. Clair,20,Southern,Mostly Urban,9.8,330529,303,38,11,106,134,14,120,17,286,42,91.7,11.5,3.3,32.1,40.5,4.2,36.3,5.1,86.5,12.7
1997,83,165,Saline,1,Southern,Mostly Urban,43.7,32961,37,4,6,2,17,8,10,3,34,4,112.3,12.1,18.2,6.1,51.6,24.3,30.3,9.1,103.2,12.1
1997,84,167,Sangamon,7,Central,Mostly Urban,14.1,235348,299,66,13,78,121,21,90,34,265,49,127,28,5.5,33.1,51.4,8.9,38.2,14.4,112.6,20.8
1997,85,169,Schuyler,8,Central,Mostly Rural,57.6,9081,4,NA,NA,NA,3,1,1,NA,4,NA,44,NA,NA,NA,33,11,11,NA,44,NA
1997,86,171,Scott,7,Central,Completely Rural,100,6887,3,NA,NA,NA,3,NA,NA,NA,3,1,43.6,NA,NA,NA,43.6,NA,NA,NA,43.6,14.5
1997,87,173,Shelby,4,Central,Mostly Rural,77.7,28623,7,NA,NA,1,5,1,2,NA,7,NA,24.5,NA,NA,3.5,17.5,3.5,7,NA,24.5,NA
1997,88,175,Stark,10,Central,Completely Rural,100,7949,3,NA,2,NA,1,NA,NA,NA,3,NA,37.7,NA,25.2,NA,12.6,NA,NA,NA,37.7,NA
1997,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,61290,113,14,4,27,62,6,32,14,99,12,184.4,22.8,6.5,44.1,101.2,9.8,52.2,22.8,161.5,19.6
1997,90,179,Tazewell,10,Central,Mostly Urban,20.4,158445,108,3,4,28,65,8,36,10,98,6,68.2,1.9,2.5,17.7,41,5,22.7,6.3,61.9,3.8
1997,91,181,Union,1,Southern,Mostly Rural,65.9,22347,20,1,NA,5,12,2,7,NA,20,2,89.5,4.5,NA,22.4,53.7,8.9,31.3,NA,89.5,8.9
1997,92,183,Vermilion,5,Central,Mostly Urban,31.3,105876,130,42,10,24,44,10,34,15,115,24,122.8,39.7,9.4,22.7,41.6,9.4,32.1,14.2,108.6,22.7
1997,93,185,Wabash,2,Southern,Mostly Urban,38.9,16083,23,3,1,6,13,NA,6,2,21,1,143,18.7,6.2,37.3,80.8,NA,37.3,12.4,130.6,6.2
1997,94,187,Warren,9,Central,Mostly Urban,45.5,23278,20,NA,NA,3,15,2,5,NA,20,4,85.9,NA,NA,12.9,64.4,8.6,21.5,NA,85.9,17.2
1997,95,189,Washington,20,Southern,Mostly Rural,73.6,19008,15,NA,4,2,7,2,4,2,13,3,78.9,NA,21,10.5,36.8,10.5,21,10.5,68.4,15.8
1997,96,191,Wayne,2,Southern,Mostly Rural,69.9,21063,30,4,4,1,15,6,7,2,28,6,142.4,19,19,4.7,71.2,28.5,33.2,9.5,132.9,28.5
1997,97,193,White,2,Southern,Mostly Rural,62,18869,9,1,1,NA,6,1,1,NA,9,2,47.7,5.3,5.3,NA,31.8,5.3,5.3,NA,47.7,10.6
1997,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,75674,161,31,25,21,71,13,34,14,147,15,212.8,41,33,27.8,93.8,17.2,44.9,18.5,194.3,19.8
1997,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,580062,443,131,11,137,149,15,152,44,399,26,76.4,22.6,1.9,23.6,25.7,2.6,26.2,7.6,68.8,4.5
1997,100,199,Williamson,1,Southern,Mostly Urban,34.8,74739,47,3,1,14,24,5,19,2,45,15,62.9,4,1.3,18.7,32.1,6.7,25.4,2.7,60.2,20.1
1997,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,342531,461,121,6,148,161,25,171,47,414,58,134.6,35.3,1.8,43.2,47,7.3,49.9,13.7,120.9,16.9
1997,102,203,Woodford,11,Central,Mostly Rural,54.9,43860,20,1,5,2,9,3,4,3,17,NA,45.6,2.3,11.4,4.6,20.5,6.8,9.1,6.8,38.8,NA
1998,1,1,Adams,8,Central,Mostly Urban,32.6,85013,163,46,12,40,54,11,50,11,152,19,191.7,54.1,14.1,47.1,63.5,12.9,58.8,12.9,178.8,22.3
1998,2,3,Alexander,1,Southern,Mostly Rural,61.9,12052,15,2,1,7,3,2,9,NA,15,6,124.5,16.6,8.3,58.1,24.9,16.6,74.7,NA,124.5,49.8
1998,3,5,Bond,3,Southern,Mostly Rural,60.7,21275,12,NA,NA,2,9,1,3,2,10,1,56.4,NA,NA,9.4,42.3,4.7,14.1,9.4,47,4.7
1998,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,51036,55,18,1,9,24,3,12,7,48,3,107.8,35.3,2,17.6,47,5.9,23.5,13.7,94.1,5.9
1998,5,9,Brown,8,Central,Mostly Urban,41.1,8083,2,NA,1,NA,NA,1,1,NA,2,1,24.7,NA,12.4,NA,NA,12.4,12.4,NA,24.7,12.4
1998,6,11,Bureau,13,Central,Mostly Rural,57.4,43988,55,26,2,5,17,5,10,6,49,2,125,59.1,4.5,11.4,38.6,11.4,22.7,13.6,111.4,4.5
1998,7,13,Calhoun,8,Southern,Completely Rural,100,6196,6,NA,1,2,3,NA,2,NA,6,NA,96.8,NA,16.1,32.3,48.4,NA,32.3,NA,96.8,NA
1998,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,20869,28,4,2,6,14,2,8,3,25,3,134.2,19.2,9.6,28.8,67.1,9.6,38.3,14.4,119.8,14.4
1998,9,17,Cass,8,Central,Mostly Rural,52.1,16946,16,3,2,NA,8,3,3,NA,16,1,94.4,17.7,11.8,NA,47.2,17.7,17.7,NA,94.4,5.9
1998,10,19,Champaign,6,Central,Mostly Urban,12.7,213127,468,134,27,116,173,18,129,57,411,65,219.6,62.9,12.7,54.4,81.2,8.4,60.5,26.7,192.8,30.5
1998,11,21,Christian,4,Central,Mostly Urban,43.5,43691,46,4,1,11,20,10,20,3,43,11,105.3,9.2,2.3,25.2,45.8,22.9,45.8,6.9,98.4,25.2
1998,12,23,Clark,5,Southern,Mostly Rural,59.5,20941,5,1,NA,1,3,NA,1,NA,5,2,23.9,4.8,NA,4.8,14.3,NA,4.8,NA,23.9,9.6
1998,13,25,Clay,4,Southern,Mostly Rural,64.7,18069,23,4,NA,3,12,4,7,3,20,NA,127.3,22.1,NA,16.6,66.4,22.1,38.7,16.6,110.7,NA
1998,14,27,Clinton,4,Southern,Mostly Urban,48.8,44087,46,1,4,5,29,7,12,5,41,7,104.3,2.3,9.1,11.3,65.8,15.9,27.2,11.3,93,15.9
1998,15,29,Coles,5,Central,Mostly Urban,24.3,63563,86,17,9,17,33,10,25,3,83,8,135.3,26.7,14.2,26.7,51.9,15.7,39.3,4.7,130.6,12.6
1998,16,31,Cook,co,Northern - Cook,Completely Urban,0,6662832,14932,7152,153,3602,3671,354,3933,1421,13511,858,224.1,107.3,2.3,54.1,55.1,5.3,59,21.3,202.8,12.9
