state,scrape_date,inmates_positive,staff_positive,inmates_negative,staff_negative,test_pending,inmates_pending,inmates_deaths,staff_deaths,inmates_death_underlying_cond,total_deaths,inmates_tested,inmate_deaths,inmates_covid_deaths,inmates_tests,contract_staff_positive,inmates_presumed_positive,inmates_released_medical_isolation,inmates_hospital,inmates_current_positive,n_positive_c_os,total_positive,inmates_medical_isolation,update_date,inmates_recovered,inmates_isolation,inmates_quarantine,staff_recovered,DAILY POPULATION,inmates_probable_deaths,inmates_death_underlying_conditions,inmates_positive_symptomatic,inmates_positive_asymptomatic,inmates_positive_on_site,death_of_covid‑19_positive_offender
New Hampshire,2020-04-24T00:00:00Z,0,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
North Carolina,2020-04-24T00:00:00Z,491,0,427,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
North Dakota,2020-04-24T00:00:00Z,0,0,30,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ohio,2020-04-24T00:00:00Z,3837,358,0,0,0,0,15,1,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
Oklahoma,2020-04-24T00:00:00Z,1,9,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Oregon,2020-04-24T00:00:00Z,13,12,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Pennsylvania,2020-04-24T00:00:00Z,32,65,75,188,0,0,1,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
South Carolina,2020-04-24T00:00:00Z,2,40,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Texas,2020-04-24T00:00:00Z,687,0,338,0,0,207,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Virginia,2020-04-24T00:00:00Z,216,63,0,0,0,0,1,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Washington,2020-04-24T00:00:00Z,14,26,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Alaska,2020-04-24T00:00:00Z,0,NA,55,NA,NA,7,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2020-04-24T00:00:00Z,0,NA,33,NA,NA,0,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2020-04-24T00:00:00Z,269,926,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,2020-04-24T00:00:00Z,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,2020-04-24T00:00:00Z,66,NA,121,NA,NA,25,0,NA,NA,NA,212,NA,NA,NA,NA,38,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,2020-04-24T00:00:00Z,38,18,184,NA,NA,0,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,16,32,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2020-04-24T00:00:00Z,24,6,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,2020-04-24T00:00:00Z,751,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2020-04-24T00:00:00Z,357,282,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,154,NA,43,41594,NA,NA,NA,NA,NA,NA
Hawaii,2020-04-24T00:00:00Z,0,NA,15,NA,NA,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Maine,2020-04-24T00:00:00Z,0,NA,17,NA,NA,0,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-04-24T00:00:00Z,1178,247,624,NA,NA,121,30,2,NA,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2020-04-24T00:00:00Z,0,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2020-04-24T00:00:00Z,14,16,102,NA,NA,10,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Alabama,2020-04-25T00:00:00Z,4,0,0,0,0,3,1,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Arizona,2020-04-25T00:00:00Z,44,0,134,0,0,9,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
California,2020-04-25T00:00:00Z,0,115,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Delaware,2020-04-25T00:00:00Z,43,27,0,0,0,0,0,0,0,0,NA,NA,0,NA,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Federal,2020-04-25T00:00:00Z,44,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Florida,2020-04-25T00:00:00Z,189,126,211,0,0,34,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Illinois,2020-04-25T00:00:00Z,153,147,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Iowa,2020-04-25T00:00:00Z,13,3,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Kansas,2020-04-25T00:00:00Z,59,67,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Louisiana,2020-04-25T00:00:00Z,245,91,0,0,0,0,0,3,0,3,NA,NA,0,NA,0,NA,NA,NA,237,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,132,113,0,0
Montana,2020-04-25T00:00:00Z,2,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
New Hampshire,2020-04-25T00:00:00Z,0,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
North Carolina,2020-04-25T00:00:00Z,494,0,430,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
North Dakota,2020-04-25T00:00:00Z,0,0,30,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Ohio,2020-04-25T00:00:00Z,3627,291,0,0,0,0,14,1,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Oklahoma,2020-04-25T00:00:00Z,1,9,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Oregon,2020-04-25T00:00:00Z,13,12,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Pennsylvania,2020-04-25T00:00:00Z,32,65,75,188,0,0,1,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
South Carolina,2020-04-25T00:00:00Z,4,40,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Tennessee,2020-04-25T00:00:00Z,0,0,2852,0,0,162,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Texas,2020-04-25T00:00:00Z,740,259,346,0,0,204,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Virginia,2020-04-25T00:00:00Z,273,67,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,232,1
Washington,2020-04-25T00:00:00Z,14,26,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Alaska,2020-04-25T00:00:00Z,0,NA,55,NA,NA,7,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2020-04-25T00:00:00Z,0,NA,33,NA,NA,0,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2020-04-25T00:00:00Z,287,955,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,2020-04-25T00:00:00Z,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,2020-04-25T00:00:00Z,66,NA,121,NA,NA,25,0,NA,NA,NA,212,NA,NA,NA,NA,38,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,2020-04-25T00:00:00Z,38,18,184,NA,NA,0,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,16,35,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2020-04-25T00:00:00Z,24,6,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,2020-04-25T00:00:00Z,751,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2020-04-25T00:00:00Z,357,282,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,170,154,NA,43,41594,NA,NA,NA,NA,NA,NA
Hawaii,2020-04-25T00:00:00Z,0,NA,15,NA,NA,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Maine,2020-04-25T00:00:00Z,0,NA,17,NA,NA,0,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2020-04-25T00:00:00Z,1325,247,935,NA,NA,121,31,2,NA,NA,2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2020-04-25T00:00:00Z,1,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2020-04-25T00:00:00Z,14,16,102,NA,NA,10,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22T00:00:00Z,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
