facilities,state,scrape_date,inmates_positive,inmates_deaths,staff_positive,staff_deaths,staff_recovered,units_quarantine,inmates_quarantine,housing_type,inmates_isolation,inmates_covid_deaths,inmates_tested,test_pending,inmates_negative,inmates_pending,daily_total_pop,security_quarantine,medical_quarantine,medical_isolation,inmates_recovered,persons_under_med_investigation,staff_negative,inmates_medical_restriction,inmates_medical_isolation,inmates_hospital,staff_recoveries,inmates_recoveries,inmates_step_down,recovered,inmates_death_underlying_cond,total_deaths
Phoenix West*,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Rock*,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,0,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perryville,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,4147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRC,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,0,4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kingman*,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0,3206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence West*,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRC,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence,Arizona,2020-04-19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,9,33,3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winslow,Arizona,2020-04-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson,Arizona,2020-04-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,20,0,4927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marana*,Arizona,2020-04-19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,0,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apalachee CI,Florida,2020-04-19,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avon Park CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,2,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay CFOperated by
                  The GEO Group Inc.*",Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackwater CFOperated by
                  The GEO Group Inc.*",Florida,2020-04-19,40,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,0,629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calhoun CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Century CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CFRC,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,14,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbia CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,68,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cross City CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dade CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desoto Annex,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Everglades CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida State Prison,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FWRC,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franklin CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadsden CFOperated by MTC.*,Florida,2020-04-19,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graceville CFOperated by
                  The GEO Group Inc.*",Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamilton CI,Florida,2020-04-19,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,73,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hardee CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hernando CI,Florida,2020-04-19,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holmes CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homestead CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson CI,Florida,2020-04-19,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jefferson CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake City CFOperated by CoreCivic.*,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lancaster CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawtey CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberty CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lowell CI,Florida,2020-04-19,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,8,335,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madison CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marion CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin CI,Florida,2020-04-19,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayo Annex,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore Haven CFOperated by
                  The GEO Group Inc.*",Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New River CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NWFRC,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okaloosa CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeechobee CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polk CI,Florida,2020-04-19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Putnam CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,64,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMC,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Rosa CI,Florida,2020-04-19,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Bay CFOperated by
                  The GEO Group Inc.*",Florida,2020-04-19,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,506,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFRC,Florida,2020-04-19,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sumter CI,Florida,2020-04-19,24,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,NA,7,641,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suwannee CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,147,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomoka CI,Florida,2020-04-19,47,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,48,NA,6,1079,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,5,103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wakulla CI,Florida,2020-04-19,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walton CI,Florida,2020-04-19,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zephyrhills CI,Florida,2020-04-19,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 1,Florida,2020-04-19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 2,Florida,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 3,Florida,2020-04-19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 4,Florida,2020-04-19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Correctional Institution (CCI),California,2020-04-19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Health Care Facility (CHCF),California,2020-04-19,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Institution for Men (CIM),California,2020-04-19,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Institution for Women (CIW),California,2020-04-19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California State Prison, Los Angeles County (LAC)",California,2020-04-19,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California State Prison, Sacramento (SAC)",California,2020-04-19,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calipatria State Prison,California,2020-04-19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDCR/CCHCS Worksite Location—Sacramento County,California,2020-04-19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDCR/CCHCS Worksite Location—San Bernardino County   ,California,2020-04-19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centinela State Prison (CEN),California,2020-04-19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central California Women’s Facility (CCWF),California,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Folsom State Prison,California,2020-04-19,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mule Creek State Prison,California,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Kern State Prison (NKSP),California,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern California Youth Correctional Center (NCYCC),California,2020-04-19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard A. McGee Correctional Training Center, Galt",California,2020-04-19,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Quentin State Prison (SQ),California,2020-04-19,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinas Valley State Prison (SVSP),California,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Substance Abuse Treatment Facility and State Prison, Corcoran",California,2020-04-19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valley State Prison (VSP),California,2020-04-19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wasco State Prison (WSP),California,2020-04-19,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta TC,Georgia,2020-04-19,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASMP,Georgia,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Autry State Prison,Georgia,2020-04-19,38,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacon PDC,Georgia,2020-04-19,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bainbridge PSAT,Georgia,2020-04-19,7,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baldwin State Prison,Georgia,2020-04-19,10,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burruss CTC,Georgia,2020-04-19,0,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calhoun State Prison,Georgia,2020-04-19,0,NA,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton TC,Georgia,2020-04-19,1,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coastal State Prison,Georgia,2020-04-19,7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dooly State Prison,Georgia,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDCP,Georgia,2020-04-19,2,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDCP SMU,Georgia,2020-04-19,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnson State Prison,Georgia,2020-04-19,25,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee Arrendale State Prison,Georgia,2020-04-19,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee State Prison,Georgia,2020-04-19,9,NA,17,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macon State Prison,Georgia,2020-04-19,10,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McEver PDC,Georgia,2020-04-19,0,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metro Reentry Facility,Georgia,2020-04-19,2,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metro TC,Georgia,2020-04-19,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patten PDC,Georgia,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillips State Prison,Georgia,2020-04-19,9,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillips TC,Georgia,2020-04-19,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutledge State Prison,Georgia,2020-04-19,6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turner RSAT,Georgia,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valdosta State Prison,Georgia,2020-04-19,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ware State Prison,Georgia,2020-04-19,0,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Central ITF,Georgia,2020-04-19,0,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Locations,Illinois,2020-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Crossroads ATC,Illinois,2020-04-19,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Danville,Illinois,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Fox Valley ATC,Illinois,2020-04-19,4,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​General Office,Illinois,2020-04-19,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Graham,Illinois,2020-04-19,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Hill,Illinois,2020-04-19,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
